name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,99.0,100.0,1.97,1.52,4.66,3.55,1225.0,54.56,1.32,1.89,0.56,0.79,7.0,100.0,3.0,,,,Etendard_IVM
f-100d,724.0,63.87,1.63,1.57,1.47,1.48,4057.0,54.09,1.11,1.22,0.34,0.4,595.0,100.0,10.69,2.26,0.51,0.09,F-100D
mig-19pt,407.0,46.56,2.31,2.44,,,4496.0,63.32,1.44,2.06,0.1,0.1,23.0,,,,,,MiG-19PT
javelin_fmk9,150.0,23.66,1.57,1.12,,,536.0,49.74,1.38,1.5,0.07,0.07,101.0,100.0,7.61,2.75,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,88.0,70.0,5.6,5.02,1.06,0.82,278.0,60.17,1.76,2.56,0.03,0.05,38.0,,,5.41,,0.61,F-86K
hunter_f6,212.0,47.84,3.04,2.62,0.2,0.15,1908.0,54.4,1.79,2.23,0.64,0.8,148.0,66.67,11.67,5.54,1.33,0.43,Hunter_F.6
md_450b_barougan,155.0,74.2,1.33,1.0,4.8,3.52,1097.0,61.19,0.73,0.86,0.95,1.12,40.0,,,2.23,,2.62,M.D.450B_Barougan
me-262c-2b,122.0,61.53,3.51,3.91,0.79,0.76,703.0,83.56,3.29,9.09,0.37,1.03,,,,,,,Me_262_C-2b
mig-15bis_ish,84.0,66.67,1.68,1.4,2.7,2.27,776.0,57.34,0.78,0.84,0.69,0.75,,,,,,,MiG-15bis_ISH
f-86f-35,181.0,54.87,1.26,1.43,0.77,0.76,3851.0,48.58,1.08,1.26,0.57,0.67,,,,,,,F-86F-35
