name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
A-29,China,Aviation,2.3,2.0,2.0,895.0,2046.0,1918.0,False,106,50,106,110,106,110
A5M4,Japan,Aviation,1.3,1.3,1.3,200.0,512.0,375.0,False,100,10,100,50,100,90
A7He1,Japan,Aviation,2.3,2.0,2.3,720.0,1500.0,2380.0,True,212,60,212,160,212,220
Ar_196_A-3,Germany,Aviation,1.7,1.7,1.7,860.0,2410.0,3400.0,True,200,40,200,100,200,160
Ar-2,USSR,Aviation,2.7,2.3,2.7,988.0,2502.0,2376.0,False,112,60,112,180,112,140
B-10B,USA,Aviation,1.7,1.3,1.7,620.0,1200.0,1000.0,True,200,60,200,160,200,160
B-18A,USA,Aviation,2.0,1.3,1.7,850.0,2251.0,2627.0,False,106,70,106,170,106,210
B.R.20DR,Italy,Aviation,1.7,1.7,1.7,500.0,1376.0,1251.0,False,100,30,100,80,100,70
B.R.20M_M1,Italy,Aviation,1.7,1.7,1.7,772.0,2152.0,2316.0,False,106,40,106,120,106,100
B17B,Sweden,Aviation,1.3,1.3,1.3,403.0,1046.0,1021.0,False,100,20,100,60,100,80
B17BS,Sweden,Aviation,1.3,1.3,1.3,252.0,844.0,1273.0,False,100,20,100,50,100,60
B3C,Sweden,Aviation,1.3,1.3,1.3,500.0,1376.0,1626.0,False,100,40,100,100,100,70
B5N2,Japan,Aviation,1.3,1.7,2.3,625.0,1376.0,3753.0,False,106,50,106,150,106,210
Ba.65_(K.14)_L,Italy,Aviation,1.3,1.3,1.3,214.0,251.0,302.0,False,100,10,100,40,100,80
BB-1,USSR,Aviation,1.7,1.3,1.7,214.0,302.0,844.0,False,100,10,100,40,100,80
Beaufort_Mk_VIII,Britain,Aviation,2.0,2.0,2.3,645.0,1645.0,1645.0,False,106,70,106,170,106,150
Bf_109_B-1,Germany,Aviation,1.3,1.3,1.3,225.0,500.0,2977.0,False,100,10,100,50,100,200
Bf_109_E-1,Germany,Aviation,1.7,2.3,2.0,638.0,1876.0,1501.0,False,106,20,106,90,106,100
Blenheim_Mk_IV,Britain,Aviation,2.0,2.0,1.7,546.0,1208.0,1272.0,False,100,40,100,120,100,80
Br.693AB2,France,Aviation,1.7,1.7,1.7,473.0,1087.0,1099.0,False,100,20,100,60,100,100
C.200_serie_3,Italy,Aviation,1.7,1.7,1.7,590.0,1632.0,1632.0,False,106,30,106,100,106,170
C.200_serie_3_(Germany),Germany,Aviation,1.7,1.7,1.7,565.0,1256.0,1884.0,False,106,30,106,90,106,100
C.200_serie_7,Italy,Aviation,1.7,2.0,2.0,791.0,1695.0,2009.0,False,112,40,112,160,112,140
C.200_serie_7_(Germany),Germany,Aviation,1.7,2.0,2.0,577.0,1884.0,2172.0,False,106,30,106,90,106,140
C.202_(Germany),Germany,Aviation,2.3,2.3,2.3,898.0,2532.0,1899.0,False,112,40,112,110,112,180
C.R.714,France,Aviation,1.3,1.3,1.3,212.0,400.0,287.0,False,100,10,100,40,100,70
Catalina_Mk_IIIa_(Great_Britain),Britain,Aviation,2.0,1.7,2.0,560.0,1690.0,1600.0,True,212,100,212,240,212,220
CR.32,Italy,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,120
CR.32_bis,Italy,Aviation,1.7,1.7,1.7,440.0,1200.0,1100.0,True,200,20,200,80,200,160
CR.32_quater,Italy,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,110
CR.42,Italy,Aviation,1.3,1.3,1.3,188.0,351.0,477.0,False,100,10,100,40,100,90
CR.42_(Germany),Germany,Aviation,1.3,1.3,1.3,138.0,326.0,741.0,False,100,10,100,30,100,70
CW-21,China,Aviation,2.0,2.0,2.0,481.0,1392.0,1266.0,False,100,20,100,40,100,60
D.371,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,60
D.371_H.S.9,France,Aviation,1.3,1.3,1.3,450.0,1300.0,1100.0,True,200,40,200,100,200,180
D.373,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,90
D.500,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,50
D.501,France,Aviation,1.3,1.3,1.3,299.0,374.0,1072.0,False,100,10,100,40,100,90
D3A1,Japan,Aviation,1.3,1.3,1.3,214.0,327.0,327.0,False,100,20,100,50,100,70
Do_17_E-1,Germany,Aviation,1.0,1.0,1.3,264.0,126.0,290.0,False,100,40,100,90,100,130
Do_17_Z-2,Germany,Aviation,1.7,1.7,1.7,390.0,870.0,1387.0,False,100,30,100,90,100,70
Do_17_Z-7,Germany,Aviation,1.7,1.3,1.3,460.0,639.0,997.0,False,100,30,100,100,100,120
Do_217_J-1,Germany,Aviation,2.7,2.3,2.7,693.0,1285.0,3084.0,False,106,50,106,160,106,230
Do_217_J-2,Germany,Aviation,2.7,2.7,3.0,706.0,1927.0,1927.0,False,112,50,112,200,112,180
F.222.2,France,Aviation,1.3,1.3,1.3,287.0,700.0,512.0,False,100,20,100,30,100,40
F1M2,Japan,Aviation,1.0,1.0,1.0,201.0,290.0,403.0,False,100,20,100,50,100,70
F2A-1,USA,Aviation,2.0,2.3,2.3,455.0,1228.0,886.0,False,100,10,100,40,100,120
F2A-3,USA,Aviation,2.7,2.7,2.3,678.0,1758.0,1758.0,False,106,30,106,90,106,100
F3F-2,USA,Aviation,1.7,1.3,1.3,202.0,367.0,557.0,False,100,10,100,30,100,70
Flegel%27s_Bf_109_A,Germany,Aviation,1.3,1.3,1.3,230.0,470.0,400.0,True,150,40,150,120,150,200
Fury_Mk_I,Britain,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,90
Fury_Mk_II,Britain,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,60
Fw_189_A-1,Germany,Aviation,1.7,1.7,1.7,540.0,1460.0,1100.0,True,200,20,200,40,200,160
G.50_AS_serie_7,Italy,Aviation,1.7,1.7,2.0,577.0,1381.0,1632.0,False,106,20,106,100,106,100
G.50_AS_serie_7_(Germany),Germany,Aviation,1.7,1.7,2.0,364.0,854.0,1042.0,False,100,20,100,50,100,70
G.50_serie_2,Italy,Aviation,1.7,1.7,1.7,414.0,1168.0,979.0,False,100,20,100,60,100,80
G.50_serie_2_(Germany),Germany,Aviation,1.7,1.7,1.7,401.0,1042.0,1067.0,False,100,20,100,50,100,70
Galer%27s_F3F-2,USA,Aviation,1.7,1.3,1.3,240.0,470.0,140.0,True,150,40,150,100,150,280
Gladiator_Mk_I_(China),China,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,70
Gladiator_Mk_II,Britain,Aviation,1.3,1.3,1.3,212.0,450.0,462.0,False,100,10,100,50,100,50
Gladiator_Mk_IIF,Britain,Aviation,1.3,1.3,1.3,250.0,587.0,612.0,False,100,20,100,60,100,70
Gladiator_Mk_IIS,Britain,Aviation,1.3,1.3,1.3,400.0,1163.0,1038.0,False,100,10,100,60,100,70
H-75A-1,France,Aviation,1.3,1.7,1.7,437.0,1163.0,412.0,False,100,20,100,50,100,50
H-75A-4,France,Aviation,1.7,2.0,2.0,663.0,1876.0,2126.0,False,106,20,106,70,106,100
H6K4,Japan,Aviation,2.0,2.0,2.3,784.0,2025.0,2152.0,False,106,60,106,160,106,180
H8K2,Japan,Aviation,3.3,3.3,3.7,1139.0,3418.0,2532.0,False,112,50,112,160,112,120
Hagiri%27s_A5M4,Japan,Aviation,1.3,1.3,1.3,240.0,540.0,400.0,True,150,40,150,120,150,180
Hampden_Mk_I,Britain,Aviation,1.7,1.7,1.7,529.0,1513.0,1387.0,False,100,30,100,80,100,60
