name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
A-29,China,Aviation,2.3,2.0,2.0,844.0,302.0,174.0,False,106.0,50.0,106.0,100.0,106.0,110.0
A5M4,Japan,Aviation,1.3,1.3,1.3,225.0,512.0,437.0,False,100.0,10.0,100.0,40.0,100.0,120.0
A7He1,Japan,Aviation,2.3,2.0,2.3,830.0,700.0,100.0,True,212.0,40.0,212.0,160.0,212.0,220.0
Ar_196_A-3,Germany,Aviation,1.7,1.7,1.7,840.0,360.0,130.0,True,200.0,40.0,200.0,100.0,200.0,160.0
Ar-2,USSR,Aviation,2.7,2.3,2.7,138.0,877.0,752.0,False,112.0,50.0,112.0,150.0,112.0,130.0
B-10B,USA,Aviation,1.7,1.3,1.7,710.0,200.0,920.0,True,200.0,60.0,200.0,160.0,200.0,180.0
B-18A,USA,Aviation,2.0,1.3,1.7,700.0,476.0,439.0,False,106.0,80.0,106.0,160.0,106.0,190.0
B.R.20DR,Italy,Aviation,1.7,1.7,1.7,462.0,626.0,326.0,False,100.0,30.0,100.0,70.0,100.0,70.0
B.R.20M_M1,Italy,Aviation,1.7,1.7,1.7,708.0,532.0,101.0,False,106.0,40.0,106.0,100.0,106.0,100.0
B17B,Sweden,Aviation,1.3,1.3,1.3,466.0,197.0,134.0,False,100.0,20.0,100.0,60.0,100.0,120.0
B17BS,Sweden,Aviation,1.3,1.3,1.3,290.0,832.0,340.0,False,100.0,20.0,100.0,60.0,100.0,90.0
B3C,Sweden,Aviation,1.3,1.3,1.3,487.0,576.0,889.0,False,100.0,40.0,100.0,100.0,100.0,60.0
B5N2,Japan,Aviation,1.3,1.7,2.3,725.0,626.0,252.0,False,106.0,50.0,106.0,160.0,106.0,200.0
Ba.65_(K.14)_L,Italy,Aviation,1.3,1.3,1.3,214.0,289.0,352.0,False,100.0,10.0,100.0,40.0,100.0,140.0
BB-1,USSR,Aviation,1.7,1.3,1.7,252.0,353.0,756.0,False,100.0,10.0,100.0,40.0,100.0,90.0
Beaufort_Mk_VIII,Britain,Aviation,2.0,2.0,2.3,746.0,899.0,696.0,False,106.0,70.0,106.0,150.0,106.0,190.0
Bf_109_B-1,Germany,Aviation,1.3,1.3,1.3,225.0,500.0,164.0,False,100.0,10.0,100.0,40.0,100.0,180.0
Bf_109_E-1,Germany,Aviation,1.7,2.3,2.0,738.0,126.0,501.0,False,106.0,20.0,106.0,80.0,106.0,100.0
Blenheim_Mk_IV,Britain,Aviation,2.0,2.0,1.7,508.0,399.0,106.0,False,100.0,40.0,100.0,110.0,100.0,120.0
Br.693AB2,France,Aviation,1.7,1.7,1.7,537.0,253.0,266.0,False,100.0,20.0,100.0,50.0,100.0,90.0
C.200_serie_3,Italy,Aviation,1.7,1.7,1.7,678.0,884.0,632.0,False,106.0,30.0,106.0,90.0,106.0,160.0
C.200_serie_3_(Germany),Germany,Aviation,1.7,1.7,1.7,565.0,256.0,632.0,False,106.0,30.0,106.0,70.0,106.0,150.0
C.200_serie_7,Italy,Aviation,1.7,2.0,2.0,904.0,9.0,97.0,False,112.0,30.0,112.0,130.0,112.0,180.0
C.200_serie_7_(Germany),Germany,Aviation,1.7,2.0,2.0,665.0,22.0,512.0,False,106.0,20.0,106.0,90.0,106.0,130.0
C.202_(Germany),Germany,Aviation,2.3,2.3,2.3,38.0,532.0,152.0,False,112.0,40.0,112.0,100.0,112.0,180.0
C.R.714,France,Aviation,1.3,1.3,1.3,212.0,400.0,325.0,False,100.0,10.0,100.0,40.0,100.0,60.0
Catalina_Mk_IIIa_(Great_Britain),Britain,Aviation,2.0,1.7,2.0,640.0,400.0,400.0,True,212.0,100.0,212.0,260.0,212.0,200.0
CR.32,Italy,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,120.0
CR.32_bis,Italy,Aviation,1.7,1.7,1.7,440.0,200.0,960.0,True,200.0,20.0,200.0,60.0,200.0,140.0
CR.32_quater,Italy,Aviation,1.0,1.0,1.0,0.0,0.0,0.0,False,100.0,10.0,100.0,20.0,100.0,100.0
CR.42,Italy,Aviation,1.3,1.3,1.3,213.0,401.0,552.0,False,100.0,10.0,100.0,30.0,100.0,100.0
CR.42_(Germany),Germany,Aviation,1.3,1.3,1.3,163.0,376.0,640.0,False,100.0,10.0,100.0,30.0,100.0,70.0
