name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
A-29,China,Aviation,2.3,2.0,2.0,740.0,1583.0,1430.0,False,106,60,106,130,106,130
A5M4,Japan,Aviation,1.3,1.3,1.3,149.0,386.0,287.0,False,100,10,100,50,100,90
A7He1,Japan,Aviation,2.3,2.0,2.3,550.0,1160.0,2380.0,True,212,60,212,180,212,240
Ar_196_A-3,Germany,Aviation,1.7,1.7,1.7,410.0,940.0,580.0,True,200,40,200,100,200,220
Ar-2,USSR,Aviation,2.7,2.3,2.7,985.0,1847.0,2084.0,False,112,60,112,200,112,160
B-10B,USA,Aviation,1.7,1.3,1.7,470.0,890.0,1020.0,True,200,60,200,160,200,180
B-18A,USA,Aviation,2.0,1.3,1.7,786.0,1747.0,2620.0,False,106,80,106,170,106,240
B.R.20M_M1,Italy,Aviation,1.7,1.7,1.7,670.0,1758.0,1960.0,False,106,0,106,0,106,0
B17B,Sweden,Aviation,1.3,1.3,1.3,402.0,793.0,1019.0,False,100,30,100,60,100,80
B3C,Sweden,Aviation,1.3,1.3,1.3,424.0,1073.0,1160.0,False,100,40,100,110,100,60
B5N2,Japan,Aviation,1.3,1.7,2.3,623.0,1035.0,2870.0,False,106,50,106,170,106,240
Ba.65_(K.14)_L,Italy,Aviation,1.3,1.3,1.3,163.0,188.0,226.0,False,100,10,100,40,100,90
BB-1,USSR,Aviation,1.7,1.3,1.7,163.0,226.0,629.0,False,100,10,100,40,100,80
Beaufort_Mk_VIII,Britain,Aviation,2.0,2.0,2.3,645.0,1227.0,1644.0,False,106,70,106,170,106,180
Bf_109_B-1,Germany,Aviation,1.3,1.3,1.3,174.0,374.0,2333.0,False,100,10,100,50,100,220
Bf_109_E-1,Germany,Aviation,1.7,2.3,2.0,549.0,1410.0,1260.0,False,106,20,106,100,106,100
Blenheim_Mk_IV,Britain,Aviation,2.0,2.0,1.7,470.0,915.0,991.0,False,100,40,100,120,100,80
BR.20_DR,Italy,Aviation,1.7,1.7,1.7,449.0,1999.0,1198.0,False,100,0,100,0,100,0
Br.693AB2,France,Aviation,1.7,1.7,1.7,357.0,817.0,830.0,False,100,20,100,60,100,100
C.200_serie_3,Italy,Aviation,1.7,1.7,1.7,451.0,1154.0,1229.0,False,106,30,106,100,106,160
C.200_serie_3_(Germany),Germany,Aviation,1.7,1.7,1.7,439.0,978.0,1380.0,False,106,30,106,80,106,110
C.200_serie_7,Italy,Aviation,1.7,2.0,2.0,602.0,1694.0,1543.0,False,112,40,112,160,112,160
C.200_serie_7_(Germany),Germany,Aviation,1.7,2.0,2.0,439.0,1380.0,2171.0,False,106,30,106,120,106,160
C.202_(Germany),Germany,Aviation,2.3,2.3,2.3,683.0,1846.0,1897.0,False,112,40,112,120,112,200
C.R.714,France,Aviation,1.3,1.3,1.3,162.0,349.0,212.0,False,100,10,100,40,100,50
Catalina_Mk_IIIa_(Great_Britain),Britain,Aviation,2.0,1.7,2.0,560.0,1300.0,1260.0,True,212,100,212,220,212,220
CR.32,Italy,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,140
CR.32_bis,Italy,Aviation,1.7,1.7,1.7,330.0,910.0,800.0,True,200,20,200,80,200,160
CR.32_quater,Italy,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,100
CR.42,Italy,Aviation,1.3,1.3,1.3,138.0,263.0,363.0,False,100,10,100,40,100,60
CR.42_(Germany),Germany,Aviation,1.3,1.3,1.3,138.0,251.0,552.0,False,100,10,100,30,100,70
CW-21,China,Aviation,2.0,2.0,2.0,366.0,1087.0,986.0,False,100,20,100,40,100,60
D.371,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,70
D.371_H.S.9,France,Aviation,1.3,1.3,1.3,340.0,920.0,810.0,True,200,20,200,120,200,180
D.373,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,60
D.500,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,60
D.501,France,Aviation,1.3,1.3,1.3,224.0,286.0,822.0,False,100,10,100,40,100,100
D3A1,Japan,Aviation,1.3,1.3,1.3,163.0,251.0,251.0,False,100,20,100,60,100,80
Do_17_E-1,Germany,Aviation,1.0,1.0,1.3,201.0,100.0,214.0,False,100,40,100,90,100,130
Do_17_Z-2,Germany,Aviation,1.7,1.7,1.7,390.0,868.0,1019.0,False,100,30,100,110,100,70
Do_17_Z-7,Germany,Aviation,1.7,1.3,1.3,344.0,638.0,753.0,False,100,30,100,100,100,100
Do_217_J-1,Germany,Aviation,2.7,2.3,2.7,526.0,975.0,2311.0,False,106,50,106,170,106,260
Do_217_J-2,Germany,Aviation,2.7,2.7,3.0,719.0,1412.0,1502.0,False,112,60,112,200,112,190
F.222.2,France,Aviation,1.3,1.3,1.3,224.0,549.0,386.0,False,100,20,100,40,100,40
F1M2,Japan,Aviation,1.0,1.0,1.0,151.0,214.0,302.0,False,100,20,100,60,100,80
F2A-1,USA,Aviation,2.0,2.3,2.3,341.0,923.0,670.0,False,100,10,100,50,100,120
F2A-3,USA,Aviation,2.7,2.7,2.3,514.0,1305.0,1506.0,False,106,30,106,90,106,110
F3F-2,USA,Aviation,1.7,1.3,1.3,151.0,278.0,417.0,False,100,10,100,30,100,90
Flegel%27s_Bf_109_A,Germany,Aviation,1.3,1.3,1.3,170.0,360.0,300.0,True,150,40,150,120,150,220
Fury_Mk_I,Britain,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,80
Fury_Mk_II,Britain,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,70
Fw_189_A-1,Germany,Aviation,1.7,1.7,1.7,410.0,1240.0,800.0,True,200,20,200,40,200,160
G.50_AS_serie_7,Italy,Aviation,1.7,1.7,2.0,439.0,1079.0,1242.0,False,106,30,106,100,106,110
G.50_AS_serie_7_(Germany),Germany,Aviation,1.7,1.7,2.0,313.0,640.0,790.0,False,100,20,100,60,100,80
G.50_serie_2,Italy,Aviation,1.7,1.7,1.7,313.0,878.0,740.0,False,100,20,100,70,100,100
G.50_serie_2_(Germany),Germany,Aviation,1.7,1.7,1.7,301.0,790.0,1066.0,False,100,20,100,60,100,70
Galer%27s_F3F-2,USA,Aviation,1.7,1.3,1.3,180.0,360.0,100.0,True,150,40,150,100,150,280
Gladiator_Mk_I_(China),China,Aviation,1.0,1.0,1.0,,,,False,100,10,100,30,100,80
Gladiator_Mk_II,Britain,Aviation,1.3,1.3,1.3,162.0,336.0,349.0,False,100,10,100,50,100,60
Gladiator_Mk_IIF,Britain,Aviation,1.3,1.3,1.3,249.0,586.0,611.0,False,100,20,100,60,100,80
Gladiator_Mk_IIS,Britain,Aviation,1.3,1.3,1.3,299.0,873.0,786.0,False,100,10,100,60,100,80
H-75A-1,France,Aviation,1.3,1.7,1.7,324.0,1010.0,411.0,False,100,20,100,50,100,60
H-75A-4,France,Aviation,1.7,2.0,2.0,499.0,1659.0,1622.0,False,106,20,106,70,106,100
H6K4,Japan,Aviation,2.0,2.0,2.3,670.0,1555.0,2150.0,False,106,70,106,170,106,210
H8K2,Japan,Aviation,3.3,3.3,3.7,1037.0,2960.0,1910.0,False,112,60,112,200,112,130
Hagiri%27s_A5M4,Japan,Aviation,1.3,1.3,1.3,180.0,410.0,300.0,True,150,40,150,120,150,200
Hampden_Mk_I,Britain,Aviation,1.7,1.7,1.7,453.0,1095.0,1019.0,False,100,40,100,90,100,70
Hampden_TB_Mk_I,Britain,Aviation,1.7,1.7,1.7,579.0,1271.0,1510.0,False,106,40,106,130,106,90
Hampden_TB_Mk_I_(USSR),USSR,Aviation,1.7,1.7,2.0,620.0,1400.0,1600.0,True,212,40,212,160,212,280
Havoc_Mk_I_(Great_Britain),Britain,Aviation,2.0,2.0,2.3,480.0,920.0,990.0,True,200,80,200,240,200,160
Hawk_H-75A-2_(Germany),Germany,Aviation,2.3,2.3,2.3,590.0,1400.0,1260.0,True,212,40,212,200,212,220
Hawk_III,China,Aviation,1.3,1.3,1.3,190.0,340.0,220.0,True,150,60,150,100,150,140
He_111_H-3,Germany,Aviation,1.7,1.7,2.3,474.0,1247.0,1497.0,False,100,30,100,80,100,80
He_112_A-0,Germany,Aviation,1.7,1.3,2.3,370.0,666.0,629.0,False,100,30,100,50,100,170
He_112_B-0,Germany,Aviation,2.3,2.0,2.3,518.0,1113.0,1239.0,False,106,30,106,110,106,160
He_112_B-1/U2,Germany,Aviation,2.3,2.3,2.3,530.0,1010.0,820.0,True,212,60,212,220,212,320
He_112_B-2/U2,Germany,Aviation,2.3,2.3,2.3,540.0,1120.0,1090.0,True,212,40,212,160,212,220
He_112_V-5,Germany,Aviation,1.3,1.3,1.7,137.0,311.0,162.0,False,100,10,100,60,100,140
He_51_A-1,Germany,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,60
He_51_B-1,Germany,Aviation,1.0,1.0,1.0,,,,False,100,10,100,50,100,70
He_51_B-2/H,Germany,Aviation,1.0,1.0,1.0,340.0,520.0,800.0,True,200,40,200,160,200,160
He_51_C-1,Germany,Aviation,1.0,1.0,1.0,,,,False,100,10,100,40,100,90
He_51_C-1/L,Germany,Aviation,1.0,1.0,1.0,135.0,233.0,368.0,False,100,10,100,40,100,60
Hs_123_A-1,Germany,Aviation,1.3,1.3,1.3,174.0,187.0,199.0,False,100,20,100,60,100,110
Hs_123_A-1_(China),China,Aviation,1.3,1.3,1.3,187.0,212.0,237.0,False,100,20,100,50,100,140
I-15_M-22,USSR,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,80
