name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
A-29,China,Aviation,2.3,2.0,2.0,740.0,1583.0,1443.0,False,106,50,106,130,106,150
A5M4,Japan,Aviation,1.3,1.3,1.3,137.0,399.0,324.0,False,100,10,100,40,100,100
A7He1,Japan,Aviation,2.3,2.0,2.3,550.0,1280.0,2300.0,True,212,60,212,160,212,260
Ar_196_A-3,Germany,Aviation,1.7,1.7,1.7,380.0,870.0,930.0,True,200,40,200,120,200,160
Ar-2,USSR,Aviation,2.7,2.3,2.7,973.0,1934.0,2121.0,False,112,60,112,190,112,180
B-10B,USA,Aviation,1.7,1.3,1.7,470.0,910.0,1100.0,True,200,60,200,140,200,220
B-18A,USA,Aviation,2.0,1.3,1.7,761.0,2034.0,2246.0,False,106,70,106,170,106,250
B.R.20M_M1,Italy,Aviation,1.7,1.7,1.7,670.0,1758.0,1960.0,False,106,0,106,0,106,0
B17B,Sweden,Aviation,1.3,1.3,1.3,390.0,906.0,1007.0,False,100,20,100,50,100,80
B3C,Sweden,Aviation,1.3,1.3,1.3,424.0,1085.0,1247.0,False,100,40,100,100,100,70
B5N2,Japan,Aviation,1.3,1.7,2.3,611.0,1198.0,2870.0,False,106,40,106,170,106,250
Ba.65_(K.14)_L,Italy,Aviation,1.3,1.3,1.3,150.0,201.0,263.0,False,100,10,100,40,100,90
BB-1,USSR,Aviation,1.7,1.3,1.7,163.0,226.0,717.0,False,100,10,100,40,100,80
Beaufort_Mk_VIII,Britain,Aviation,2.0,2.0,2.3,632.0,1416.0,1391.0,False,106,70,106,170,106,190
Bf_109_B-1,Germany,Aviation,1.3,1.3,1.3,149.0,374.0,2620.0,False,100,10,100,40,100,240
Bf_109_E-1,Germany,Aviation,1.7,2.3,2.0,524.0,1535.0,1297.0,False,106,20,106,90,106,100
Blenheim_Mk_IV,Britain,Aviation,2.0,2.0,1.7,470.0,965.0,1105.0,False,100,40,100,120,100,90
BR.20_DR,Italy,Aviation,1.7,1.7,1.7,449.0,1999.0,1198.0,False,100,0,100,0,100,0
Br.693AB2,France,Aviation,1.7,1.7,1.7,370.0,944.0,1008.0,False,100,20,100,50,100,90
C.200_serie_3,Italy,Aviation,1.7,1.7,1.7,451.0,1229.0,1066.0,False,106,40,106,100,106,170
C.200_serie_3_(Germany),Germany,Aviation,1.7,1.7,1.7,426.0,966.0,1631.0,False,106,30,106,80,106,150
C.200_serie_7,Italy,Aviation,1.7,2.0,2.0,602.0,1757.0,1757.0,False,112,40,112,150,112,170
C.200_serie_7_(Germany),Germany,Aviation,1.7,2.0,2.0,414.0,1204.0,2259.0,False,106,30,106,100,106,190
C.202_(Germany),Germany,Aviation,2.3,2.3,2.3,683.0,1935.0,1669.0,False,112,40,112,120,112,220
C.R.714,France,Aviation,1.3,1.3,1.3,137.0,336.0,249.0,False,100,10,100,40,100,60
Catalina_Mk_IIIa_(Great_Britain),Britain,Aviation,2.0,1.7,2.0,630.0,1540.0,1400.0,True,212,80,212,200,212,280
CR.32,Italy,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,160
CR.32_bis,Italy,Aviation,1.7,1.7,1.7,290.0,900.0,940.0,True,200,20,200,80,200,160
CR.32_quater,Italy,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,70
CR.42,Italy,Aviation,1.3,1.3,1.3,125.0,288.0,414.0,False,100,10,100,40,100,70
CR.42_(Germany),Germany,Aviation,1.3,1.3,1.3,125.0,276.0,640.0,False,100,10,100,30,100,80
CW-21,China,Aviation,2.0,2.0,2.0,379.0,1138.0,860.0,False,100,10,100,40,100,60
D.371,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,70
D.371_H.S.9,France,Aviation,1.3,1.3,1.3,340.0,900.0,930.0,True,200,40,200,100,200,160
D.373,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,80
D.500,France,Aviation,1.0,1.0,1.0,,,,False,100,10,100,20,100,60
D.501,France,Aviation,1.3,1.3,1.3,261.0,311.0,946.0,False,100,10,100,40,100,120
D3A1,Japan,Aviation,1.3,1.3,1.3,163.0,239.0,276.0,False,100,20,100,50,100,90
Do_17_E-1,Germany,Aviation,1.0,1.0,1.3,201.0,88.0,251.0,False,100,40,100,90,100,130
Do_17_Z-2,Germany,Aviation,1.7,1.7,1.7,377.0,868.0,1133.0,False,100,30,100,110,100,100
Do_17_Z-7,Germany,Aviation,1.7,1.3,1.3,344.0,664.0,906.0,False,100,30,100,100,100,110
Do_217_J-1,Germany,Aviation,2.7,2.3,2.7,513.0,975.0,2311.0,False,106,50,106,160,106,270
Do_217_J-2,Germany,Aviation,2.7,2.7,3.0,706.0,1643.0,1566.0,False,112,60,112,200,112,180
F.222.2,France,Aviation,1.3,1.3,1.3,224.0,586.0,461.0,False,100,20,100,40,100,40
